Age,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Age_log,Arrival Delay_log,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Leisure,Satisfaction_Satisfied
39,5,5,4,2,4,2,5,4,1,4,3,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,False,False,True
31,2,5,3,3,2,1,5,4,2,5,3,0,14.0,14.0,3.4657359027997265,2.70805020110221,False,False,True,True,False,True
33,2,2,2,2,4,2,3,3,4,4,1,1,0.0,1.0,3.5263605246161616,0.0,False,False,True,True,False,True
42,1,4,4,4,5,5,5,5,4,5,3,14,10.0,24.0,3.7612001156935624,2.3978952727983707,False,False,False,False,False,True
40,4,5,2,5,3,3,4,5,4,2,3,46,48.0,94.0,3.713572066704308,3.8918202981106265,True,False,False,False,False,True
26,2,2,5,4,3,3,1,2,4,1,5,8,11.0,19.0,3.295836866004329,2.4849066497880004,False,False,True,False,True,False
34,1,4,2,1,1,4,5,4,1,2,3,4,0.0,4.0,3.5553480614894135,0.0,True,False,False,False,False,True
47,4,3,3,4,5,1,1,2,2,1,3,0,0.0,0.0,3.871201010907891,0.0,True,False,False,True,False,True
29,1,1,4,2,2,3,2,1,1,5,1,29,16.0,45.0,3.4011973816621555,2.833213344056216,True,False,True,True,False,False
27,1,3,3,1,2,3,5,1,3,2,4,0,0.0,0.0,3.332204510175204,0.0,True,True,False,False,False,True
45,4,3,5,2,1,3,3,3,4,1,1,6,0.0,6.0,3.828641396489095,0.0,True,False,False,False,False,True
40,4,1,1,5,5,5,3,2,2,1,1,0,0.0,0.0,3.713572066704308,0.0,False,True,False,False,False,False
53,4,3,2,3,4,5,2,1,5,2,1,0,0.0,0.0,3.9889840465642745,0.0,False,False,False,False,False,True
37,1,3,3,5,4,4,2,3,1,5,1,0,0.0,0.0,3.6375861597263857,0.0,False,True,False,False,False,True
49,2,2,4,5,3,2,1,1,1,1,5,0,0.0,0.0,3.912023005428146,0.0,False,False,False,False,False,True
35,3,2,4,5,4,2,5,2,4,4,5,51,53.0,104.0,3.58351893845611,3.9889840465642745,True,False,False,False,False,True
19,3,4,1,2,4,2,3,2,5,5,1,10,33.0,43.0,2.995732273553991,3.5263605246161616,True,True,False,True,False,False
48,1,5,4,3,5,3,5,3,1,2,5,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,False,False,True
40,1,4,5,2,5,2,3,2,5,1,4,0,7.0,7.0,3.713572066704308,2.0794415416798357,True,False,False,False,False,False
49,2,2,1,1,1,2,4,4,1,3,1,0,1.0,1.0,3.912023005428146,0.6931471805599453,True,False,False,False,False,True
29,4,2,5,2,5,5,1,2,5,3,4,0,2.0,2.0,3.4011973816621555,1.0986122886681098,False,False,False,False,False,True
13,1,1,2,5,1,5,2,4,3,2,2,8,21.0,29.0,2.6390573296152584,3.091042453358316,True,False,True,True,False,False
22,5,1,5,4,1,2,4,5,3,5,4,0,14.0,14.0,3.1354942159291497,2.70805020110221,False,False,False,False,False,True
16,4,2,2,4,2,5,1,3,5,4,4,0,0.0,0.0,2.833213344056216,0.0,True,False,True,True,False,False
51,1,3,5,2,4,5,3,3,1,3,2,0,0.0,0.0,3.9512437185814275,0.0,False,False,False,False,False,True
23,5,4,1,5,5,3,5,1,1,3,3,0,0.0,0.0,3.1780538303479458,0.0,False,True,False,False,False,True
40,2,2,2,5,1,4,2,5,3,4,3,12,5.0,17.0,3.713572066704308,1.791759469228055,True,False,False,False,False,True
31,5,2,5,4,4,5,5,1,4,2,5,23,13.0,36.0,3.4657359027997265,2.6390573296152584,False,False,False,False,False,True
26,1,1,5,3,5,4,5,1,5,2,3,0,0.0,0.0,3.295836866004329,0.0,False,True,False,True,False,False
33,3,4,4,3,4,1,4,3,5,1,3,0,0.0,0.0,3.5263605246161616,0.0,True,False,False,True,False,True
46,1,4,5,5,1,2,2,4,5,5,4,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,False,True
43,3,5,4,1,4,4,5,1,2,5,2,23,0.0,23.0,3.784189633918261,0.0,True,False,False,False,False,True
47,2,2,5,1,3,4,1,2,3,3,1,26,0.0,26.0,3.871201010907891,0.0,False,False,False,False,False,False
52,2,5,3,1,4,1,3,5,1,3,5,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,True
31,4,1,4,1,3,2,4,3,5,3,3,39,37.0,76.0,3.4657359027997265,3.6375861597263857,True,True,False,False,False,False
23,4,5,1,1,5,2,4,3,4,1,1,0,0.0,0.0,3.1780538303479458,0.0,False,True,False,False,False,False
50,3,3,1,4,1,2,2,4,1,5,3,11,26.0,37.0,3.9318256327243257,3.295836866004329,True,False,True,True,False,False
50,3,2,2,5,4,5,3,5,4,1,4,63,50.0,113.0,3.9318256327243257,3.9318256327243257,False,False,False,False,False,True
37,2,2,1,2,4,3,4,5,4,2,5,0,12.0,12.0,3.6375861597263857,2.5649493574615367,True,False,False,True,False,True
56,5,4,2,4,4,3,4,5,5,4,5,0,0.0,0.0,4.04305126783455,0.0,False,False,False,False,False,True
39,3,5,1,4,1,5,1,3,1,4,2,2,0.0,2.0,3.6888794541139363,0.0,True,False,False,False,False,True
50,3,4,4,5,4,2,4,2,2,4,1,0,0.0,0.0,3.9318256327243257,0.0,False,False,False,False,False,True
62,5,5,3,3,5,1,4,3,5,3,1,88,74.0,162.0,4.143134726391533,4.31748811353631,True,False,False,True,False,False
38,4,5,2,4,5,5,3,3,3,2,4,0,5.0,5.0,3.6635616461296463,1.791759469228055,False,False,False,False,False,True
49,4,1,3,4,5,5,2,3,2,5,5,55,89.0,144.0,3.912023005428146,4.499809670330265,True,False,False,False,False,True
53,3,5,5,2,5,4,3,2,1,5,3,0,16.0,16.0,3.9889840465642745,2.833213344056216,False,False,False,True,False,False
20,4,4,5,1,2,5,3,3,4,1,3,5,8.0,13.0,3.044522437723423,2.1972245773362196,True,True,True,True,False,False
49,4,5,3,4,2,2,4,3,2,2,1,0,2.0,2.0,3.912023005428146,1.0986122886681098,True,False,False,True,False,True
56,4,5,4,1,5,5,4,5,3,1,4,6,0.0,6.0,4.04305126783455,0.0,True,False,False,False,False,True
48,2,2,3,5,4,3,3,5,4,5,1,30,27.0,57.0,3.8918202981106265,3.332204510175204,True,False,False,False,False,True
54,1,2,3,4,5,3,2,4,3,3,1,0,28.0,28.0,4.007333185232471,3.367295829986474,False,False,False,False,False,True
36,3,2,3,2,2,5,5,1,3,4,1,8,16.0,24.0,3.6109179126442243,2.833213344056216,False,False,False,False,True,False
47,3,3,2,2,2,1,1,2,4,2,2,0,0.0,0.0,3.871201010907891,0.0,True,False,False,False,False,True
52,2,2,2,5,1,4,5,4,5,4,3,0,0.0,0.0,3.970291913552122,0.0,False,False,False,True,False,True
27,1,3,3,1,1,5,1,3,1,4,3,0,0.0,0.0,3.332204510175204,0.0,True,True,False,False,False,True
41,1,3,4,3,4,2,1,3,3,1,2,61,11.0,72.0,3.7376696182833684,2.4849066497880004,False,False,False,True,False,True
59,2,4,5,5,1,1,2,1,1,2,1,0,0.0,0.0,4.0943445622221,0.0,False,False,False,False,False,True
46,5,2,5,3,3,2,2,5,2,3,5,0,3.0,3.0,3.8501476017100584,1.3862943611198906,True,False,False,False,False,True
29,5,5,5,2,3,2,1,2,4,2,1,54,47.0,101.0,3.4011973816621555,3.871201010907891,False,True,False,True,False,False
46,1,1,1,2,1,4,1,4,2,1,2,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
57,5,5,4,4,3,4,3,5,3,2,1,0,71.0,71.0,4.060443010546419,4.276666119016055,True,False,False,False,False,True
32,5,2,2,2,2,3,1,4,1,5,4,6,0.0,6.0,3.4965075614664802,0.0,True,False,False,False,False,True
48,5,5,5,1,5,2,2,1,5,5,3,30,41.0,71.0,3.8918202981106265,3.7376696182833684,False,False,False,False,False,True
31,1,2,2,2,5,5,3,4,4,2,5,0,0.0,0.0,3.4657359027997265,0.0,True,False,False,False,False,True
36,5,2,2,4,3,2,1,4,4,4,5,5,11.0,16.0,3.6109179126442243,2.4849066497880004,False,False,False,False,False,True
43,3,5,2,5,2,3,3,5,3,5,1,0,23.0,23.0,3.784189633918261,3.1780538303479458,False,False,False,False,False,True
50,1,3,2,4,2,2,4,3,4,2,3,0,0.0,0.0,3.9318256327243257,0.0,False,False,False,False,False,True
58,2,4,3,5,1,4,1,3,5,5,1,0,0.0,0.0,4.07753744390572,0.0,True,False,False,False,False,True
60,5,4,2,4,2,3,1,4,1,2,4,0,13.0,13.0,4.110873864173311,2.6390573296152584,False,False,False,False,False,True
23,4,4,1,2,2,1,2,4,5,3,3,18,100.0,118.0,3.1780538303479458,4.61512051684126,True,True,False,True,False,False
17,1,4,2,3,2,2,3,1,2,1,4,99,93.0,192.0,2.8903717578961645,4.543294782270004,True,False,True,True,False,False
47,2,1,5,1,5,2,3,2,1,4,1,0,0.0,0.0,3.871201010907891,0.0,True,False,False,False,False,True
21,3,2,2,3,3,4,1,4,2,3,2,0,0.0,0.0,3.091042453358316,0.0,True,True,False,True,False,True
40,2,1,5,1,1,1,1,4,2,5,2,0,0.0,0.0,3.713572066704308,0.0,True,False,False,False,False,True
60,5,4,2,2,1,2,2,3,1,2,4,0,0.0,0.0,4.110873864173311,0.0,True,False,False,False,False,True
57,4,4,4,4,1,2,1,2,4,1,5,0,0.0,0.0,4.060443010546419,0.0,False,False,False,False,False,True
54,5,5,3,4,4,1,4,1,1,4,3,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,False,True
44,2,4,5,5,3,4,2,4,1,4,4,29,18.0,47.0,3.8066624897703196,2.9444389791664403,False,False,False,False,False,True
29,1,2,1,3,5,5,3,3,3,2,2,0,0.0,0.0,3.4011973816621555,0.0,True,True,False,False,False,True
52,4,4,2,1,3,1,1,5,1,2,3,2,0.0,2.0,3.970291913552122,0.0,False,False,True,True,False,False
48,4,4,5,4,1,4,4,5,3,4,2,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
30,2,1,3,2,5,2,3,2,1,2,1,0,4.0,4.0,3.4339872044851463,1.6094379124341003,True,False,True,True,False,False
56,5,2,2,4,3,1,5,1,4,5,5,37,17.0,54.0,4.04305126783455,2.8903717578961645,True,False,False,False,False,True
41,2,3,3,5,2,4,2,3,5,5,5,0,0.0,0.0,3.7376696182833684,0.0,True,False,True,True,False,False
52,4,5,1,4,3,2,2,5,5,3,4,22,22.0,44.0,3.970291913552122,3.1354942159291497,False,False,False,False,False,True
7,2,3,5,2,2,3,2,5,1,5,4,0,0.0,0.0,2.0794415416798357,0.0,False,False,True,True,False,False
53,4,1,1,4,1,4,3,4,4,2,1,0,24.0,24.0,3.9889840465642745,3.2188758248682006,False,False,False,True,False,True
50,5,4,3,1,2,4,2,1,1,5,2,0,0.0,0.0,3.9318256327243257,0.0,False,False,False,True,False,True
55,1,5,4,1,4,4,2,5,1,3,3,23,25.0,48.0,4.02535169073515,3.258096538021482,True,False,False,False,False,True
55,1,2,4,4,5,2,3,1,5,5,4,13,12.0,25.0,4.02535169073515,2.5649493574615367,False,False,False,False,False,True
53,2,5,5,2,2,5,4,5,1,1,2,0,0.0,0.0,3.9889840465642745,0.0,True,False,False,False,False,True
23,4,1,2,2,5,5,5,5,3,3,3,0,2.0,2.0,3.1780538303479458,1.0986122886681098,False,False,False,False,True,True
20,1,4,1,4,2,3,5,5,1,3,4,0,1.0,1.0,3.044522437723423,0.6931471805599453,True,True,False,True,False,False
52,4,1,4,2,1,1,1,2,4,4,2,0,0.0,0.0,3.970291913552122,0.0,False,False,True,True,False,False
21,5,2,4,1,3,3,5,1,1,3,4,0,0.0,0.0,3.091042453358316,0.0,False,False,False,False,False,True
38,2,3,2,1,2,1,2,2,4,4,4,6,0.0,6.0,3.6635616461296463,0.0,False,True,False,False,False,True
31,4,4,1,1,1,1,3,3,4,1,2,7,0.0,7.0,3.4657359027997265,0.0,True,False,False,False,False,True
48,2,4,3,5,2,3,1,3,3,3,5,61,53.0,114.0,3.8918202981106265,3.9889840465642745,True,False,False,False,False,True
48,4,1,4,3,4,3,3,4,3,1,1,2,0.0,2.0,3.8918202981106265,0.0,False,False,False,False,False,True
41,4,1,5,1,5,4,2,4,1,2,1,1,0.0,1.0,3.7376696182833684,0.0,False,False,False,False,False,True
43,5,1,5,4,2,2,5,2,2,3,3,0,0.0,0.0,3.784189633918261,0.0,True,False,False,False,False,True
50,2,4,3,5,1,5,2,4,2,2,4,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,False,False,True
67,3,1,2,4,1,1,3,1,4,2,4,8,0.0,8.0,4.219507705176107,0.0,False,False,True,True,False,True
27,4,5,2,2,3,1,1,2,1,4,1,83,33.0,116.0,3.332204510175204,3.5263605246161616,False,False,True,False,False,True
55,4,5,4,3,5,4,5,2,5,1,4,0,14.0,14.0,4.02535169073515,2.70805020110221,True,False,False,False,False,True
23,1,5,4,5,3,5,5,2,4,3,2,0,0.0,0.0,3.1780538303479458,0.0,False,False,True,True,False,False
60,2,4,4,2,5,2,2,5,5,5,5,1,0.0,1.0,4.110873864173311,0.0,False,False,False,False,False,True
55,3,1,3,2,5,4,5,2,2,3,5,39,37.0,76.0,4.02535169073515,3.6375861597263857,True,True,False,True,False,False
20,5,2,3,1,2,2,2,4,3,3,4,0,0.0,0.0,3.044522437723423,0.0,False,False,False,False,False,True
40,3,1,4,4,3,1,4,5,5,4,1,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
30,5,4,2,2,3,5,2,3,4,2,3,4,0.0,4.0,3.4339872044851463,0.0,True,True,False,False,False,True
55,3,5,1,2,3,1,5,5,1,1,4,0,4.0,4.0,4.02535169073515,1.6094379124341003,False,False,False,True,False,True
54,3,4,4,2,1,4,4,5,2,5,2,0,0.0,0.0,4.007333185232471,0.0,True,False,False,False,False,False
24,2,1,2,3,4,2,5,4,2,3,4,0,0.0,0.0,3.2188758248682006,0.0,False,True,False,True,False,False
30,1,4,2,5,2,2,3,4,5,3,5,0,0.0,0.0,3.4339872044851463,0.0,False,False,False,False,False,True
7,3,2,5,1,3,1,3,3,5,4,2,20,13.0,33.0,2.0794415416798357,2.6390573296152584,False,False,True,True,False,False
27,4,4,1,5,5,4,4,2,2,1,1,4,0.0,4.0,3.332204510175204,0.0,True,False,False,False,True,False
18,4,3,4,2,5,5,1,4,5,5,1,17,46.0,63.0,2.9444389791664403,3.8501476017100584,False,False,False,False,False,True
49,4,4,1,3,2,3,3,2,4,2,1,0,6.0,6.0,3.912023005428146,1.9459101490553132,False,False,False,False,False,True
61,1,1,4,2,1,4,5,4,2,1,2,0,0.0,0.0,4.127134385045092,0.0,True,False,True,True,False,False
49,3,3,1,4,3,5,1,4,5,3,1,0,27.0,27.0,3.912023005428146,3.332204510175204,False,False,False,False,False,True
63,5,5,1,5,4,5,3,5,5,2,4,0,0.0,0.0,4.1588830833596715,0.0,False,False,True,True,False,True
54,5,1,2,1,1,2,3,5,3,4,5,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,False,True
58,2,2,1,3,2,3,2,5,5,5,4,0,0.0,0.0,4.07753744390572,0.0,True,False,True,True,False,False
22,1,4,1,5,3,3,5,4,5,4,5,7,0.0,7.0,3.1354942159291497,0.0,False,False,False,False,False,False
17,3,4,4,2,2,3,5,2,2,5,5,0,0.0,0.0,2.8903717578961645,0.0,False,True,False,False,False,True
50,4,1,2,1,2,1,3,4,2,2,3,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,False,False,True
53,1,4,1,3,2,2,1,4,4,2,5,76,71.0,147.0,3.9889840465642745,4.276666119016055,True,False,False,False,False,True
22,1,4,2,2,2,4,2,5,1,3,1,1,0.0,1.0,3.1354942159291497,0.0,False,False,False,False,False,True
25,3,5,2,2,4,1,2,2,5,4,5,0,0.0,0.0,3.258096538021482,0.0,True,False,False,False,False,True
29,2,4,3,5,2,1,1,4,3,3,1,19,7.0,26.0,3.4011973816621555,2.0794415416798357,True,False,False,False,False,True
39,2,4,4,2,5,3,2,2,1,1,1,38,36.0,74.0,3.6888794541139363,3.6109179126442243,False,False,False,False,False,True
48,2,5,3,2,2,3,2,4,3,3,3,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
46,4,4,2,3,4,5,3,1,3,2,1,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,False,True
31,4,5,1,2,2,5,2,3,2,1,4,0,0.0,0.0,3.4657359027997265,0.0,True,False,False,False,False,True
46,3,2,4,4,3,2,2,4,1,1,1,12,3.0,15.0,3.8501476017100584,1.3862943611198906,False,False,False,False,False,True
34,2,4,5,4,1,2,1,2,3,3,3,0,0.0,0.0,3.5553480614894135,0.0,True,True,False,False,False,False
34,3,1,4,1,4,4,2,5,4,4,5,0,0.0,0.0,3.5553480614894135,0.0,True,False,False,True,False,True
41,2,3,3,4,3,1,1,3,4,5,4,0,0.0,0.0,3.7376696182833684,0.0,False,False,False,False,False,True
22,1,2,4,4,4,3,3,3,3,5,1,0,0.0,0.0,3.1354942159291497,0.0,True,False,False,False,False,True
27,5,4,1,5,1,3,1,1,1,3,5,0,0.0,0.0,3.332204510175204,0.0,True,False,False,True,False,True
52,5,1,4,4,5,2,2,1,1,3,3,28,30.0,58.0,3.970291913552122,3.4339872044851463,True,False,False,False,False,True
40,2,3,5,2,1,5,1,4,5,4,5,1,0.0,1.0,3.713572066704308,0.0,False,False,False,False,False,True
39,3,5,3,5,5,4,3,3,4,3,3,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,False,False,True
46,4,4,3,4,2,1,1,2,2,1,3,3,0.0,3.0,3.8501476017100584,0.0,True,False,False,False,True,True
59,2,5,2,2,3,2,5,5,5,3,4,48,49.0,97.0,4.0943445622221,3.912023005428146,True,False,False,False,False,True
33,2,2,3,1,4,5,2,3,1,4,3,14,22.0,36.0,3.5263605246161616,3.1354942159291497,False,False,True,True,False,False
48,4,3,5,5,5,5,3,5,5,4,5,2,0.0,2.0,3.8918202981106265,0.0,True,False,False,False,False,True
60,2,3,5,2,4,1,3,4,3,4,3,0,0.0,0.0,4.110873864173311,0.0,False,False,False,False,False,True
39,1,5,3,5,1,1,4,1,3,4,4,0,2.0,2.0,3.6888794541139363,1.0986122886681098,False,False,True,True,False,False
19,4,5,4,1,2,2,5,1,4,5,4,22,32.0,54.0,2.995732273553991,3.4965075614664802,False,False,True,True,False,False
43,1,2,5,1,1,1,2,5,1,4,3,0,0.0,0.0,3.784189633918261,0.0,False,True,False,True,False,False
53,5,1,3,5,5,3,3,2,3,5,2,8,7.0,15.0,3.9889840465642745,2.0794415416798357,False,False,False,False,False,True
26,4,4,3,2,3,5,1,2,3,2,4,0,0.0,0.0,3.295836866004329,0.0,True,True,False,False,False,True
42,4,1,4,3,5,5,2,4,4,4,2,0,0.0,0.0,3.7612001156935624,0.0,False,False,False,False,False,True
35,3,3,3,5,5,3,3,4,1,1,1,45,21.0,66.0,3.58351893845611,3.091042453358316,True,False,False,True,False,True
61,3,4,1,3,1,4,2,2,2,4,3,1,5.0,6.0,4.127134385045092,1.791759469228055,False,False,False,False,False,True
39,4,2,2,2,5,4,5,4,5,1,4,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,False,False,True
18,5,1,5,4,3,1,5,5,4,3,3,0,0.0,0.0,2.9444389791664403,0.0,True,True,False,True,False,True
59,2,1,4,5,2,2,3,5,4,3,1,0,16.0,16.0,4.0943445622221,2.833213344056216,False,False,True,True,False,True
42,3,4,4,1,1,4,5,3,4,5,4,0,31.0,31.0,3.7612001156935624,3.4657359027997265,True,False,False,True,False,True
46,5,2,2,4,5,2,5,1,1,1,2,3,0.0,3.0,3.8501476017100584,0.0,True,False,False,False,False,True
40,5,2,1,2,4,2,4,2,4,1,2,5,3.0,8.0,3.713572066704308,1.3862943611198906,False,True,False,False,False,True
44,3,1,2,1,2,4,2,5,2,3,2,0,0.0,0.0,3.8066624897703196,0.0,False,True,False,True,False,False
54,2,1,3,5,1,2,2,3,3,3,4,14,8.0,22.0,4.007333185232471,2.1972245773362196,True,False,True,False,True,False
30,3,5,4,2,3,1,2,2,2,4,3,5,7.0,12.0,3.4339872044851463,2.0794415416798357,True,False,False,False,False,False
64,5,4,3,5,3,3,2,3,5,5,1,63,59.0,122.0,4.174387269895637,4.0943445622221,False,False,True,True,False,False
32,1,2,4,4,2,3,4,2,5,1,4,22,20.0,42.0,3.4965075614664802,3.044522437723423,False,False,True,True,False,False
64,3,3,4,5,3,1,2,4,4,2,2,60,47.0,107.0,4.174387269895637,3.871201010907891,True,False,True,False,False,False
40,5,4,3,1,1,1,5,1,2,2,4,14,14.0,28.0,3.713572066704308,2.70805020110221,False,False,False,False,False,True
37,3,5,2,5,1,5,5,2,5,5,1,12,13.0,25.0,3.6375861597263857,2.6390573296152584,False,False,False,False,False,True
43,5,4,5,4,1,3,5,5,2,2,3,0,0.0,0.0,3.784189633918261,0.0,False,False,False,False,False,True
27,2,1,5,4,5,1,3,4,3,3,3,1,0.0,1.0,3.332204510175204,0.0,False,True,False,True,False,False
50,5,4,2,1,3,4,5,3,3,4,1,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,False,False,True
58,4,4,1,3,5,2,1,2,4,3,1,1,0.0,1.0,4.07753744390572,0.0,True,False,False,False,False,True
33,1,4,2,3,3,1,4,4,2,3,1,0,0.0,0.0,3.5263605246161616,0.0,True,False,False,False,False,True
45,5,3,2,5,3,4,1,2,1,5,4,0,0.0,0.0,3.828641396489095,0.0,True,False,False,False,False,True
33,3,5,2,4,3,5,5,4,3,3,5,5,0.0,5.0,3.5263605246161616,0.0,True,False,False,False,False,True
65,3,4,5,2,4,3,4,3,1,5,4,10,12.0,22.0,4.189654742026425,2.5649493574615367,False,False,False,True,False,False
24,5,4,4,2,5,4,4,2,1,5,3,0,28.0,28.0,3.2188758248682006,3.367295829986474,False,True,False,True,False,True
69,4,3,1,4,2,2,2,5,4,1,5,72,55.0,127.0,4.248495242049359,4.02535169073515,False,False,True,True,False,False
17,5,2,1,2,5,4,4,3,2,4,3,45,33.0,78.0,2.8903717578961645,3.5263605246161616,True,False,False,False,False,True
46,2,4,1,1,3,5,5,4,1,5,1,1,0.0,1.0,3.8501476017100584,0.0,False,False,False,False,False,True
40,4,4,3,5,2,2,1,5,3,2,2,1,12.0,13.0,3.713572066704308,2.5649493574615367,True,False,True,False,True,False
47,5,2,2,4,2,3,4,2,4,2,2,0,0.0,0.0,3.871201010907891,0.0,True,False,False,False,False,True
43,1,4,4,5,2,2,2,5,3,5,5,96,44.0,140.0,3.784189633918261,3.8066624897703196,False,False,False,False,False,True
23,4,4,4,1,4,4,5,3,3,4,2,0,0.0,0.0,3.1780538303479458,0.0,True,False,False,True,False,True
50,5,4,3,2,1,1,2,2,5,1,4,0,0.0,0.0,3.9318256327243257,0.0,False,False,False,False,False,True
49,1,5,5,4,3,1,2,2,2,3,4,3,0.0,3.0,3.912023005428146,0.0,False,False,False,False,False,True
33,5,1,3,1,3,2,4,5,1,4,1,0,0.0,0.0,3.5263605246161616,0.0,True,False,False,False,False,True
34,2,5,3,1,5,2,2,2,3,2,2,0,59.0,59.0,3.5553480614894135,4.0943445622221,False,False,False,False,False,False
39,3,2,2,5,2,5,4,3,3,1,1,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,True,False,True
8,5,5,5,4,4,4,2,5,4,3,4,0,14.0,14.0,2.1972245773362196,2.70805020110221,True,False,True,False,True,False
33,4,5,3,5,2,2,3,1,2,1,1,4,0.0,4.0,3.5263605246161616,0.0,False,False,False,False,False,True
56,5,3,4,5,5,1,5,5,5,5,4,69,51.0,120.0,4.04305126783455,3.9512437185814275,True,False,False,False,False,True
40,5,2,2,1,1,3,4,1,2,4,5,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
21,5,2,5,5,3,4,4,2,2,5,1,0,0.0,0.0,3.091042453358316,0.0,False,True,False,True,False,False
44,5,2,4,2,2,5,5,1,5,1,4,5,0.0,5.0,3.8066624897703196,0.0,True,False,False,False,False,True
38,4,5,1,2,3,4,4,4,5,3,1,6,0.0,6.0,3.6635616461296463,0.0,False,False,False,False,False,True
24,4,2,2,1,5,1,5,4,3,1,3,37,30.0,67.0,3.2188758248682006,3.4339872044851463,True,True,False,False,False,True
21,5,3,4,5,1,4,1,5,2,2,4,2,1.0,3.0,3.091042453358316,0.6931471805599453,True,True,False,False,False,True
68,3,4,3,2,4,5,3,4,4,4,2,11,10.0,21.0,4.23410650459726,2.3978952727983707,False,False,True,True,False,True
39,5,5,3,3,1,5,4,4,3,1,2,3,2.0,5.0,3.6888794541139363,1.0986122886681098,True,False,False,False,False,True
36,4,4,2,3,4,3,1,1,5,3,3,0,26.0,26.0,3.6109179126442243,3.295836866004329,True,False,True,True,False,False
29,2,4,5,5,2,4,3,2,1,1,5,0,0.0,0.0,3.4011973816621555,0.0,True,False,False,False,False,True
54,5,5,3,1,1,3,2,1,3,2,4,66,42.0,108.0,4.007333185232471,3.7612001156935624,False,False,False,False,False,True
37,5,5,4,2,2,2,3,5,2,1,5,4,0.0,4.0,3.6375861597263857,0.0,False,False,True,True,False,False
29,5,2,1,4,1,3,4,5,5,5,4,0,0.0,0.0,3.4011973816621555,0.0,True,False,True,True,False,True
26,5,3,5,4,2,2,2,2,3,1,5,12,5.0,17.0,3.295836866004329,1.791759469228055,True,False,False,False,False,True
53,1,5,2,2,5,2,2,3,3,1,4,0,0.0,0.0,3.9889840465642745,0.0,True,False,False,False,False,True
21,5,4,3,5,5,2,1,3,1,4,2,0,0.0,0.0,3.091042453358316,0.0,True,False,False,False,False,False
19,4,5,5,3,4,1,5,4,3,1,4,0,0.0,0.0,2.995732273553991,0.0,False,False,True,False,False,False
41,4,3,1,3,1,5,1,1,5,5,5,75,73.0,148.0,3.7376696182833684,4.30406509320417,False,False,False,True,False,True
34,1,1,5,2,1,2,2,2,4,1,1,10,0.0,10.0,3.5553480614894135,0.0,True,False,True,True,False,True
60,5,4,5,3,4,4,3,4,2,4,1,0,0.0,0.0,4.110873864173311,0.0,True,False,False,False,False,True
26,3,1,2,2,2,1,4,5,2,3,5,0,6.0,6.0,3.295836866004329,1.9459101490553132,True,False,False,True,False,False
28,5,1,1,1,1,2,1,5,2,5,5,0,0.0,0.0,3.367295829986474,0.0,True,False,False,False,False,True
32,4,3,1,3,4,2,2,2,3,4,1,0,0.0,0.0,3.4965075614664802,0.0,False,False,False,False,False,True
59,2,5,5,5,4,5,3,3,2,1,5,0,0.0,0.0,4.0943445622221,0.0,True,False,True,True,False,False
27,2,1,3,3,1,1,2,5,2,1,2,0,5.0,5.0,3.332204510175204,1.791759469228055,False,False,False,False,False,True
11,3,2,5,2,3,1,1,4,1,2,2,0,0.0,0.0,2.4849066497880004,0.0,False,False,True,True,False,False
33,5,5,4,4,2,3,5,5,5,3,1,0,0.0,0.0,3.5263605246161616,0.0,False,False,False,True,False,True
24,1,4,3,3,3,4,2,3,3,4,4,15,0.0,15.0,3.2188758248682006,0.0,False,True,False,True,False,True
43,5,5,2,2,3,5,3,2,5,4,4,0,0.0,0.0,3.784189633918261,0.0,False,False,False,False,False,True
28,3,3,1,3,2,3,2,4,4,5,3,17,0.0,17.0,3.367295829986474,0.0,False,True,False,False,False,False
50,3,3,3,3,5,3,1,3,1,2,4,18,24.0,42.0,3.9318256327243257,3.2188758248682006,True,False,False,False,False,True
39,3,4,2,3,1,4,4,2,4,1,4,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,False,False,True
45,2,4,5,4,4,5,4,5,1,1,4,0,0.0,0.0,3.828641396489095,0.0,True,False,True,True,False,True
